77088,1,1757374, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » GOTALAMO
77088,2,1757375, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » GOTALAMO
77088,3,1757376, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » GOTALAMO
77089,1,1757361, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » DARUBA
77089,2,1757362, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » DARUBA
77089,3,1757363, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » DARUBA
77090,1,1757418, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » DARAME
77090,2,1757419, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » DARAME
77090,3,1757420, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » DARAME
77091,1,1735580, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » WAWAMA
77091,2,1735581, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » WAWAMA
77092,1,1675403, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » PANDANGA
77092,2,1675404, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » PANDANGA
77093,1,1757379, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » JUANGA
77094,1,1678377, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » TOTODOKU
77095,1,1757382, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » MOMOJIU
77096,1,1679116, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » SABATAI BARU
77097,1,1721602, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » SABATAI TUA
77098,1,1757398, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » DAEO
77098,2,1757399, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » DAEO
77099,1,1755751, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » DEHEGILA
77099,2,1755752, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » DEHEGILA
77100,1,1675405, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » PILOWO
77101,1,1678155, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » GALO-GALO
77102,1,1678276, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » KOLORAY
77103,1,1679291, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » YAYASAN
77103,2,1679292, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » YAYASAN
77104,1,1757377, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » JOUBELA
77105,1,1675358, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » AHA
77106,1,1757425, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » MUHAJIRIN
77107,1,1757381, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN » MANDIRI
77109,1,1720565, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN BARAT » WAYABULA
77110,1,1675575, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN BARAT » TILEY
77111,1,1675467, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN BARAT » NGELE-NGELE KECIL
77112,1,1679503, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN BARAT » CUCUMARE
77113,1,1679356, Nasional » MALUKU UTARA » PULAU MOROTAI » MOROTAI SELATAN BARAT » ARU IRIAN
